"STATION","NAME","DATE","MDTX","PRCP","TAVG","TMAX","TMIN"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-09",,"0.00","61","68","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-10",,"0.00","61","68","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-11",,"0.00","59","65","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-12",,"0.02","60","68","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-13",,"0.00","60","69","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-14",,"0.00","60","72","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-15",,"0.00","62","71","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-16",,"0.00","63","70","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-17",,"0.03","64","67","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-18",,"0.04","62","72","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-19",,"0.00","59","74","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-20",,"0.00","58","68","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-21",,"0.12","58","65","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-22",,"0.00","60","66","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-23",,"0.00","58","66","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-24",,"0.05","62","67","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-25",,"0.75","61","67","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-26",,"0.07","56","65","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-27",,"0.00","56","64","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-28",,"0.01","56","66","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-29",,"0.06","57","63","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-30",,"0.10","59","64","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-05-31",,"0.14","59","64","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-01",,"0.26","60","64","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-02",,"0.37","62","68","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-03",,"0.01","61","69","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-04",,"0.28","67","71","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-05",,"0.28","62","73","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-06",,"0.39","59","67","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-07",,"0.00","56","65","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-08",,"0.00","53","64","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-09",,"0.00","55","63","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-10",,"0.00","57","66","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-11",,"0.02","52","61","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-12",,"0.00","55","64","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-13",,"0.00","54","65","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-14",,"0.00","58","66","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-15",,"0.00","57","61","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-16",,"0.69","58","61","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-17",,"1.59","58","62","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-18",,"0.01","57","68","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-19",,"0.00","56","67","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-20",,"0.00","54","65","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-21",,"0.00","55","66","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-22",,"0.00","53","59","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-23",,"0.04","52","60","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-24",,"0.01","54","62","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-25",,"0.00","54","66","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-26",,"0.00","54","69","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-27",,"0.00","56","67","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-28",,"0.00","55","65","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-29",,"0.00","51","60","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-06-30",,"0.00","52","63","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-01",,"0.00","52","62","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-02",,"0.00","54","63","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-03",,"0.00","57","63","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-04",,"0.72","62","65","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-05",,"0.44","62","66","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-06",,"3.17","59","70","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-07",,"0.00","59","69","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-08",,"0.00","59","71","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-09",,"0.00","58","69","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-10",,"0.00","56","65","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-11",,"0.00","54","64","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-12",,"0.00","54","63","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-13",,"0.02","56","64","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-14",,"0.00","56","65","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-15",,"0.00","61","71","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-16",,"0.12","55","62","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-17",,"0.03","57","65","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-18",,"0.00","55","63","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-19",,"0.00","56","65","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-20",,"0.00","58","67","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-21",,"0.00","55","65","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-22",,"0.00","51","62","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-23",,"0.00","52","61","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-24",,"0.00","56","62","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-25",,"0.00","62","71","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-26",,"0.00","54","64",
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-27",,"0.00","51","61","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-28",,"0.00","55","68","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-29",,"0.00","56","69","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-30",,"0.00","55","66","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-07-31",,"0.00","54","65","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-01",,"0.00","52","66","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-02",,"0.00","56","71","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-03",,"0.00","58","71","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-04",,"0.00","58","73","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-05",,"0.00","62","75","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-06",,"0.00","50","57","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-07",,"0.00","54","64","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-08",,"0.09","50","56","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-09",,"0.00","53","58","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-10",,"0.00","52","60","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-11",,"0.00","55","60","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-12",,"0.48","51","58","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-13",,"0.28","54","62","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-14",,"0.01","55","65","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-15",,"0.00","58","68","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-16",,"0.00","67","78","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-17",,"0.00","70","81","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-18",,"0.00","64","77","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-19",,"0.00","57","71","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-20",,"0.00","58","70","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-21",,"0.00","65","74","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-22",,"0.01","57","63","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-23",,"0.30","53","56","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-24",,"0.94","51","59",
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-25",,"0.00","54","63","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-26",,"0.00","58","66","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-27",,"0.03","54","68","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-28",,"0.25","53","63","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-29",,"0.11","57","69","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-30",,"0.00","57","67","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-08-31",,"0.00","60","68","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-01",,"0.00","64","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-02",,"0.06","62","72","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-03",,"0.02","60","73","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-04",,"0.05","59","67","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-05",,"0.00","59","68","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-06",,"0.00","64","78","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-07",,"0.00","60","69","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-08",,"0.00","60","68","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-09",,"0.00","67","73","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-10",,"0.00","70","80","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-11",,"0.00","67","80","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-12",,"0.00","60","74","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-13",,"0.01","54","59","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-14",,"0.20","60","64","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-15",,"0.00","60","64","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-16",,"1.35","62","68","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-17",,"1.62","62","75","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-18",,"0.03","56","65","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-19",,"0.00","54","65","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-20",,"0.25","56","62","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-21",,"0.00","57","66","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-22",,"0.00","63","74","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-23",,"0.00","73","81","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-24",,"0.00","68","85","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-25",,"0.00","61","69","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-26",,"0.00","62","69","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-27",,"0.43","62","67","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-28",,"0.17","67","78","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-29",,"0.00","70","84","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-09-30",,"0.00","69","75","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-01",,"0.00","65","78","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-02",,"0.00","66","76","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-03",,"0.00","76","85","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-04",,"0.00","78","97","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-05",,"0.00","69","76","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-06",,"0.00","66","79","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-07",,"0.00","64","73","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-08",,"0.00","68","82","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-09",,"0.00","64","76","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-10",,"0.00","61","73","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-11",,"0.00","64","73","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-12",,"0.00","70","88","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-13",,"0.00","62","69","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-14",,"0.00","77","95","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-15",,"0.00","62","73","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-16",,"0.00","69","81","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-17",,"0.00","65","77","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-18",,"0.00","67","80","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-19",,"0.00","71","91","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-20",,"0.00","66","73","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-21",,"0.00","72","83","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-22",,"0.00","62","73","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-23",,"0.00","67","80","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-24",,"0.00","67","81","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-25",,"0.00","64","71","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-26",,"0.00","74","86","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-27",,"0.00","76","93","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-28",,"0.00","66","78","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-29",,"0.00","80","101","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-30",,"0.00","73","85","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-10-31",,"0.00","68","74","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-01",,"0.00","68","73","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-02",,"0.00","77","90","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-03",,"0.00","81","105","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-04",,"0.00","69","78","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-05",,"0.04","62","66","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-06",,"0.16","62","67","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-07",,"0.00","66","73","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-08",,"0.00","69","76","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-09",,"0.00","67","78","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-10",,"0.27","65","70","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-11",,"0.02","67","74","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-12",,"0.00","68","76","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-13",,"0.00","70","78","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-14",,"0.00","72","81","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-15",,"0.00","58","67","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-16",,"1.54","52","56","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-17",,"0.97","62","69","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-18",,"0.19","65","72","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-19",,"0.00","69","75","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-20",,"0.00","69","74","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-21",,"1.31","70","81","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-22",,"0.29","66","73","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-23",,"0.00","69","76","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-24",,"0.07","68","76","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-25",,"0.04","68","75","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-26",,"0.00","65","72","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-27",,"0.24","62","69","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-28",,"0.69","62","68","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-29",,"0.00","66","74","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-11-30",,"0.00","66","72","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-01",,"0.00","69","79","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-02",,"0.00","71","76","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-03",,"0.00","75","81","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-04",,"0.00","79","88","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-05",,"0.00","77","94","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-06",,"0.00","66","70","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-07",,"0.02","65","70","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-08",,"0.35","69","75","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-09",,"0.07","74","82","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-10",,"1.41","82","96","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-11",,"0.83","67","81","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-12",,"0.50","64","69","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-13",,"0.04","66","71","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-14",,"0.00","69","74","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-15",,"0.01","70","73","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-16",,"0.47","71","78","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-17",,"0.08","74","79","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-18",,"0.00","73","78","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-19",,"0.24","76","82","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-20",,"0.01","75","84","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-21",,"0.00","70","73","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-22",,"0.09","74","78","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-23",,"0.01","73","77","72"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-24",,"0.02","78","85","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-25",,"0.00","76","85","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-26",,"0.06","68","81","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-27",,"0.91","65","71","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-28",,"0.00","67","71","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-29",,"0.01","68","73","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-30",,"0.00","71","77","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1988-12-31",,"0.00","71","80","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-01",,"1.17","69","73","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-02",,"0.55","69","75","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-03",,"0.09","69","74","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-04",,"0.21","73","78","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-05",,"0.20","74","82","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-06",,"0.06","68","72","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-07",,"0.66","71","77","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-08",,"0.01","73","80","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-09",,"0.00","76","82","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-10",,"0.00","77","87","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-11",,"0.00","70","82","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-12",,"0.03","68","72","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-13",,"0.20","67","73","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-14",,"0.03","71","76","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-15",,"0.02","71","78","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-16",,"0.00","73","81","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-17",,"0.00","74","84","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-18",,"0.27","71","76","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-19",,"0.14","70","74","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-20",,"0.00","75","81","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-21",,"0.65","69","73","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-22",,"0.06","66","71","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-23",,"0.67","68","74","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-24",,"0.18","70","77","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-25",,"0.00","71","76","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-26",,"0.00","72","77","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-27",,"0.03","72","77","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-28",,"0.00","72","77","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-29",,"0.00","70","74","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-30",,"0.00","72","77","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-01-31",,"0.00","72","77","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-01",,"0.10","68","72","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-02",,"0.09","68","75","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-03",,"0.00","73","80","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-04",,"0.00","69","75","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-05",,"0.07","67","72","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-06",,"0.02","70","76","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-07",,"0.00","73","80","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-08",,"0.00","75","85","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-09",,"0.00","80","89","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-10",,"0.00","73","85","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-11",,"0.00","74","81","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-12",,"0.00","74","82","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-13",,"0.01","75","82","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-14",,"0.00","71","81","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-15",,"0.02","74","82","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-16",,"0.00","77","84","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-17",,"0.00","73","81","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-18",,"0.00","75","83","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-19",,"0.00","70","81","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-20",,"0.50","65","70","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-21",,"1.31","69","74","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-22",,"0.00","71","77","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-23",,"0.00","73","81","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-24",,"0.00","73","80","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-25",,"0.00","74","81","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-26",,"0.15","70","77","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-27",,"0.18","72","78","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-02-28",,"0.02","72","81","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1989-03-01",,"0.00","73","81","64"
