"STATION","NAME","DATE","MDTX","PRCP","TAVG","TMAX","TMIN"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-01",,"0.00","68","77","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-02",,"0.71","67","69","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-03",,"1.36","71","77","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-04",,"0.53","71","83","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-05",,"0.00","71","76","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-06",,"0.00","69","78","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-07",,"0.14","69","75","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-08",,"0.00","69","75","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-09",,"0.00","71","77","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-10",,"0.00","68","76","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-11",,"0.41","80","93","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-12",,"0.01","71","78","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-13",,"0.00","67","80","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-14",,"0.61","69","76","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-15",,"0.05","79","92","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-16",,"0.00","69","74","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-17",,"0.00","72","77","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-18",,"0.00","84","104","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-19",,"0.00","69","77","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-20",,"0.00","68","77","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-21",,"0.01","71","78","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-22",,"0.00","72","76","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-23",,"0.00","70","86","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-24",,"0.00","72","77","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-25",,"0.00","82","85","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-26",,"0.00","77","95","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-27",,"0.00","69","72","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-28",,"0.00","77","84","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-29",,"0.00","80","97","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-30",,"0.00","76","81","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-01-31",,"0.00","79","87","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-01",,"0.00","77","89","74"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-02",,"2.07","76","87","73"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-03",,"0.05","64","69","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-04",,"0.05","74","77","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-05",,"0.00","70","75","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-06",,"0.20","68","78","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-07",,"0.00","67","70","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-08",,"0.00","73","90","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-09",,"0.00","68","73","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-10",,"0.00","65","70","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-11",,"0.00","69","78","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-12",,"0.00","71","80","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-13",,"0.00","72","80","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-14",,"0.00","66","79","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-15",,"0.00","69","78","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-16",,"0.00","70","76","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-17",,"0.00","72","78","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-18",,"0.00","74","80","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-19",,"0.01","76","85","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-20",,"0.00","77","88","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-21",,"0.00","87","109","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-22",,"0.06","72","77","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-23",,"0.32","71","78","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-24",,"0.01","77","98","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-25",,"0.00","68","73","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-26",,"0.00","70","78","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-27",,"0.00","73","82","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-28",,"0.12","73","81","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-02-29",,"0.00","71","78","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-01",,"0.00","73","78","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-02",,"0.00","75","83","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-03",,"0.00","73","81","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-04",,"0.00","78","91","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-05",,"0.00","76","81","74"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-06",,"0.00","74","81","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-07",,"0.00","72","80","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-08",,"0.00","69","82","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-09",,"0.24","63","67","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-10",,"0.99","61","69","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-11",,"0.29","63","70","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-12",,"0.46","64","71","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-13",,"0.01","64","70","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-14",,"0.04","69","85","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-15",,"0.00","70","85","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-16",,"0.00","73","80","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-17",,"0.00","70","78","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-18",,"0.00","74","84","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-19",,"0.00","78","99","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-20",,"0.00","70","76","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-21",,"0.00","77","89","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-22",,"0.00","71","76","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-23",,"0.00",,"79","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-24",,"0.00","72","76","68"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-25",,"0.00","73","77","70"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-26",,"0.00","74","81","67"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-27",,"0.00","74","79","69"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-28",,"0.00","71","79","71"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-29",,"0.11","71","84","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-30",,"0.00","70","83","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-03-31",,"0.00","64","72","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-01",,"0.00","71","86","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-02",,"0.00","66","76","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-03",,"0.00","72","93","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-04",,"0.00","64","73","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-05",,"0.00","66","75","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-06",,"0.00","63","72","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-07",,"0.03","64","70","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-08",,"0.00","63","71","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-09",,"0.01","64","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-10",,"0.00","62","71","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-11",,"0.00","65","73","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-12",,"0.00","66","75","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-13",,"0.00","69","78","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-14",,"0.00","71","79","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-15",,"0.00","70","78","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-16",,"0.04","69","78","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-17",,"0.00","71","74","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-18",,"0.16","68","74","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-19",,"0.00","69","76","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-20",,"0.00","64","73","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-21",,"0.09","63","72","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-22",,"0.06","67","79","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-23",,"0.00","70","85","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-24",,"0.01","64","79","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-25",,"0.00","65","73","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-26",,"0.42","63","73","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-27",,"0.00","56","64","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-28",,"0.00","56","66","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-29",,"0.00","63","69","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-04-30",,"0.00","58","70","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-01",,"0.57","64","69","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-02",,"0.33","61","69","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-03",,"0.20","61","69","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-04",,"0.98","60","71","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-05",,"0.00",,"72","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-06",,"0.02",,"72","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-07",,"0.05","66","74","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-08",,"0.11","67","70","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-09",,"0.59","66","72","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-10",,"0.77","67","72","65"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-11",,"0.00","69","79","64"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-12",,"0.00","61","72","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-13",,"0.00","61","69","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-14",,"0.00","61","68","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-15",,"0.26","59","66","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-16",,"0.28","60","69","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-17",,"0.00","58","72","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-18",,"0.00","56","65","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-19",,"0.00","60","71","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-20",,"0.00","56","70","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-21",,"0.00","54","63","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-22",,"0.00","56","64","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-23",,"0.00","55","69","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-24",,"0.00","56","69","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-25",,"0.00","61","69","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-26",,"0.02","62","67","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-27",,"0.02","61","65","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-28",,"0.24","61","66","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-29",,"0.31","62","65","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-30",,"0.26","59","70","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-05-31",,"0.00","59","67","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-01",,"0.01","59","67","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-02",,"0.02","55","67","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-03",,"0.00","55","62","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-04",,"0.00","53","60","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-05",,"0.00","54","63","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-06",,"0.00","52","64","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-07",,"0.00","53","65","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-08",,"0.00","56","66","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-09",,"0.00","61","72","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-10",,"0.31","54","64","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-11",,"0.00","52","62","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-12",,"0.00","55","62","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-13",,"1.30","58","61","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-14",,"0.24","56","62","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-15",,"0.40","59","64","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-16",,"0.04","59","70","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-17",,"0.00","56","67","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-18",,"0.00","59","64","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-19",,"0.01","54","62","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-20",,"0.20","53","63","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-21",,"0.00","51","63","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-22",,"0.00","52","64","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-23",,"0.00","49","64","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-24",,"0.00","51","67","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-25",,"0.00","54","66","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-26",,"0.00","57","70","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-27",,"0.00","56","65","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-28",,"0.05","52","60","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-29",,"0.00","56","62","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-06-30",,"0.00","54","65","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-01",,"0.00","51","60","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-02",,"0.00","52","62","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-03",,"0.04","55","62","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-04",,"0.00","51","60","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-05",,"0.00","54","62","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-06",,"0.00","49","63","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-07",,"0.00","49","63","40"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-08",,"0.00","49","65","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-09",,"0.00","50","60","38"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-10",,"0.00","47","60","41"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-11",,"0.00","46","55","38"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-12",,"0.00","48","62","39"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-13",,"0.00","55","64","39"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-14",,"0.00","54","67","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-15",,"0.00","55","67","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-16",,"0.00","54","65","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-17",,"0.00","53","65","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-18",,"0.00","54","67","41"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-19",,"0.00","50","60","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-20",,"0.00","50","58","38"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-21",,"0.00","50","61","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-22",,"0.00","54","62","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-23",,"0.02","52","61","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-24",,"0.67","55","60","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-25",,"0.40","56","61","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-26",,"0.16","55","59","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-27",,"0.13","60","65","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-28",,"0.06","55","63","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-29",,"0.08","52","64","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-30",,"0.00","54","63","41"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-07-31",,"0.00","45","59","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-01",,"0.00","51","64","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-02",,"0.00","54","66","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-03",,"0.00","52","63","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-04",,"0.00","53","63","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-05",,"0.00","53","66","43"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-06",,"0.00","54","65","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-07",,"0.00","63","74","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-08",,"0.00",,"66","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-09",,"0.00",,"66","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-10",,"0.00",,"71","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-11",,"0.00","67","78","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-12",,"0.00","59","72","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-13",,"0.00","56","65","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-14",,"0.02","63","75","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-15",,"0.00","52","62","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-16",,"0.00","53","62","40"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-17",,"0.00","53","61","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-18",,"0.01","57","67","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-19",,"0.00","59","71","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-20",,"0.00","61","71","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-21",,"0.05","59","73","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-22",,"0.00","57","71","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-23",,"0.00","68","79","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-24",,"0.00","64","74","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-25",,"0.11","56","69","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-26",,"0.00","53","62","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-27",,"0.30","52","61","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-28",,"0.00","57","69","42"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-29",,"0.00","63","74","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-30",,"0.00","69","78","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-08-31",,"0.00","58","79","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-01",,"0.00","63","73","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-02",,"0.00","62","73","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-03",,"0.00","57","68","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-04",,"0.00","60","73","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-05",,"0.00","56","67","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-06",,"0.00","60","68","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-07",,"0.00","69","81","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-08",,"0.00","76","88","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-09",,"0.00","60","66","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-10",,"0.00","58","71","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-11",,"0.00","62","76","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-12",,"0.02","58","71","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-13",,"0.01","56","64","48"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-14",,"0.00","66","72","46"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-15",,"0.00","62","82","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-16",,"0.00","60","73","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-17",,"0.00","68","78","47"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-18",,"0.03","57","67","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-19",,"0.00","62","75","44"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-20",,"0.00","58","69","50"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-21",,"0.00","66","77","45"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-22",,"0.00","66","82","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-23",,"0.00","65","80","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-24",,"0.00","69","83","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-25",,"0.00","71","94","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-26",,"0.00","61","73","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-27",,"0.00","61","70","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-28",,"0.00","62","71","52"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-29",,"0.00","66","76","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-09-30",,"0.00","74","93","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-01",,"0.00","62","70","58"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-02",,"0.00","72","87","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-03",,"0.01","62","69","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-04",,"0.00","62","67","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-05",,"0.00","64","71","57"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-06",,"0.00","72","81","54"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-07",,"0.05","63","82","66"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-08",,"0.00","59","67","49"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-09",,"0.00","62","69","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-10",,"0.09","60","69","55"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-11",,"0.00","65","71","51"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-12",,"0.01","68","81","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-13",,"0.54","65","78","56"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-14",,"0.00","65","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-15",,"0.00","63","73","59"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-16",,"0.00","64","71","53"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-17",,"0.00","64","71","60"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-18",,"0.00","67","75","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-19",,"0.00","67","75","63"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-20",,"0.35","67","77","61"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-21",,"0.17","65","70","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-22",,"0.00","66","73","62"
"ASN00066037","SYDNEY AIRPORT AMO, AS","1980-10-23",,"0.00","66","74","62"
